tool_condition,Y1_OutputCurrent,X1_CommandPosition,X1_ActualPosition,clamp_pressure,Y1_CommandPosition,Y1_ActualPosition,X1_OutputCurrent,X1_DCBusVoltage,X1_OutputVoltage,Z1_CommandPosition,Z1_ActualPosition,M1_CURRENT_FEEDRATE,X1_OutputPower,Y1_OutputVoltage,S1_OutputCurrent,Y1_DCBusVoltage,feedrate,Y1_OutputPower,S1_CurrentFeedback,S1_ActualVelocity
0,326.0,160.0,160.0,4.0,89.6,89.9,328.0,0.107,30.5,47.8,48.0,50.0,0.00394,50.0,328.0,0.181,6,0.0123,-0.0997,0.003
0,326.0,158.0,158.0,4.0,86.2,86.5,328.0,0.111,30.1,44.3,44.5,50.0,0.00409,47.6,328.0,0.19,6,0.013,0.117,-0.003
0,326.0,157.0,157.0,4.0,83.1,83.4,328.0,0.132,30.7,41.0,41.3,50.0,0.00494,43.8,328.0,0.202,6,0.0139,0.524,0.001
0,326.0,155.0,155.0,4.0,79.9,80.1,328.0,0.139,30.3,37.7,37.9,50.0,0.00518,48.9,328.0,0.174,6,0.0119,0.306,-0.00075
0,326.0,153.0,153.0,4.0,76.5,76.8,328.0,0.134,30.7,34.2,34.4,50.0,0.00498,50.2,328.0,0.208,6,0.0144,0.00893,-0.00075
0,326.0,151.0,151.0,4.0,73.5,73.7,328.0,0.0687,23.5,31.0,31.2,50.0,0.00212,40.6,328.0,0.0867,6,0.00515,0.821,-0.00175
0,328.0,151.0,151.0,4.0,73.0,73.0,329.0,0.033,1.81,30.5,30.5,50.0,1.33e-05,0.991,329.0,0.0235,6,0.0,0.415,0.003
0,328.0,151.0,151.0,4.0,73.0,73.0,329.0,0.0276,4.82,30.5,30.5,50.0,-1.44e-05,3.32,329.0,0.017,6,-1.54e-06,-0.0997,0.00225
0,327.0,151.0,151.0,4.0,73.0,73.0,328.0,0.0402,2.0,30.5,30.5,50.0,1.1e-05,4.47,322.0,0.0205,6,2.77e-06,60.1,5.73
0,325.0,151.0,151.0,4.0,73.0,73.0,327.0,0.0377,1.56,30.1,30.2,6.0,7.5e-06,1.82,318.0,0.0184,6,1.77e-06,56.7,15.8
0,324.0,151.0,151.0,4.0,73.0,73.0,325.0,0.0332,4.3,29.5,29.5,6.0,3.56e-06,0.51,317.0,0.0194,6,-3.39e-06,54.7,26.3
0,322.0,150.0,151.0,4.0,73.0,73.0,323.0,0.0983,10.2,29.5,29.5,6.0,0.00126,1.1,309.0,0.0258,6,1.7e-06,62.0,35.9
0,322.0,150.0,150.0,4.0,73.0,73.0,322.0,0.101,11.5,29.5,29.5,6.0,0.00126,1.29,306.0,0.034,6,-3.55e-06,59.0,45.9
0,324.0,149.0,149.0,4.0,73.0,73.0,325.0,0.098,14.2,29.5,29.5,6.0,0.00118,2.25,324.0,0.0209,6,-1.26e-06,9.37,53.7
0,325.0,149.0,149.0,4.0,73.0,73.0,325.0,0.113,13.6,29.5,29.5,6.0,0.00144,8.21,320.0,0.0413,6,0.0,27.3,53.2
0,325.0,148.0,148.0,4.0,73.0,73.0,326.0,0.0976,13.9,29.5,29.5,6.0,0.00121,6.91,319.0,0.0396,6,1.69e-07,22.8,53.3
0,325.0,147.0,148.0,4.0,73.0,73.0,326.0,0.0915,14.6,29.5,29.5,6.0,0.00111,0.263,322.0,0.0201,6,-3.05e-07,20.6,53.3
0,325.0,147.0,147.0,4.0,73.0,73.0,326.0,0.0813,12.7,29.5,29.5,6.0,0.00104,0.731,320.0,0.0375,6,-6.28e-07,21.9,53.3
0,325.0,146.0,146.0,4.0,73.0,73.0,326.0,0.123,14.6,29.5,29.5,6.0,0.00154,7.42,319.0,0.0553,6,-2.01e-06,27.0,53.3
0,325.0,146.0,146.0,4.0,73.0,73.0,326.0,0.0939,14.3,29.5,29.5,6.0,0.00122,5.11,322.0,0.0394,6,2.04e-05,25.0,53.3
0,325.0,145.0,145.0,4.0,73.1,73.1,326.0,0.0894,13.5,29.5,29.5,6.0,0.00107,6.47,320.0,0.0682,6,0.000196,23.2,53.2
0,324.0,145.0,145.0,4.0,73.3,73.3,326.0,0.0814,13.1,29.5,29.5,6.0,0.00102,10.8,319.0,0.129,6,0.000516,23.1,53.3
0,325.0,144.0,144.0,4.0,73.5,73.5,326.0,0.0836,14.5,29.5,29.5,6.0,0.000854,9.64,321.0,0.0862,6,0.00049,24.3,53.2
0,325.0,144.0,144.0,4.0,73.8,73.8,326.0,0.0729,10.7,29.5,29.5,6.0,0.000777,9.82,321.0,0.0704,6,0.000428,25.0,53.3
0,324.0,143.0,143.0,4.0,74.2,74.2,326.0,0.109,11.3,29.5,29.5,6.0,0.000986,11.3,319.0,0.0993,6,0.000847,21.2,53.3
0,325.0,143.0,143.0,4.0,74.6,74.6,326.0,0.0801,11.3,29.5,29.5,6.0,0.00067,15.0,321.0,0.0815,6,0.000773,26.3,53.2
0,324.0,142.0,142.0,4.0,75.1,75.1,326.0,0.0847,10.5,29.5,29.5,6.0,0.000558,12.4,321.0,0.0771,6,0.000751,23.7,53.2
0,324.0,142.0,142.0,4.0,75.6,75.6,326.0,0.0743,9.91,29.5,29.5,6.0,0.000463,15.0,320.0,0.0806,6,0.000862,20.4,53.4
0,324.0,142.0,142.0,4.0,76.2,76.2,326.0,0.0892,9.21,29.5,29.5,6.0,0.000354,14.1,321.0,0.114,6,0.00146,18.9,53.4
0,324.0,142.0,142.0,4.0,76.8,76.7,326.0,0.0727,5.95,29.5,29.5,6.0,0.000174,15.0,320.0,0.128,6,0.00152,27.3,53.1
0,324.0,141.0,141.0,4.0,77.3,77.3,326.0,0.078,6.14,29.5,29.5,6.0,4.9e-05,13.8,320.0,0.104,6,0.00125,22.5,53.4
0,325.0,141.0,141.0,4.0,77.8,77.8,326.0,0.0653,7.62,29.5,29.5,6.0,-4.96e-05,14.0,321.0,0.238,6,0.00183,21.0,53.3
0,325.0,142.0,142.0,4.0,77.9,77.9,326.0,0.0552,12.2,29.5,29.5,6.0,0.000644,1.5,321.0,0.0181,6,-3.8e-07,19.6,53.3
0,324.0,143.0,142.0,4.0,77.9,77.9,326.0,0.0875,14.6,29.5,29.5,6.0,0.0011,3.42,320.0,0.0233,6,0.0,26.9,53.3
0,325.0,143.0,143.0,4.0,77.9,77.9,326.0,0.099,13.7,29.5,29.5,6.0,0.00122,6.73,322.0,0.0241,6,1.08e-06,24.6,53.3
0,325.0,144.0,144.0,4.0,77.9,77.9,326.0,0.0765,12.7,29.5,29.5,6.0,0.000967,1.87,321.0,0.0136,6,0.0,23.2,53.3
0,324.0,144.0,144.0,4.0,77.9,77.9,326.0,0.0984,11.3,29.5,29.5,6.0,0.00128,0.558,320.0,0.0216,6,-2.4e-06,23.3,53.3
0,325.0,144.0,144.0,4.0,77.5,77.5,326.0,0.0959,9.75,29.5,29.5,6.0,0.000275,16.2,321.0,0.146,6,0.00179,22.7,53.2
0,325.0,145.0,145.0,4.0,76.9,77.0,326.0,0.117,3.33,29.5,29.5,6.0,0.000452,13.8,321.0,0.0865,6,0.000927,24.2,53.3
0,324.0,145.0,145.0,4.0,76.4,76.4,326.0,0.103,8.31,29.5,29.5,6.0,0.000652,14.9,321.0,0.109,6,0.00117,22.2,53.3
0,325.0,145.0,145.0,4.0,75.9,75.9,326.0,0.0757,10.0,29.5,29.5,6.0,0.000558,13.6,321.0,0.151,6,0.00156,26.5,53.2
0,324.0,146.0,146.0,4.0,75.5,75.5,326.0,0.0881,8.66,29.5,29.5,6.0,0.000805,12.0,321.0,0.132,6,0.0011,23.5,53.2
0,324.0,146.0,146.0,4.0,75.1,75.1,326.0,0.0889,12.7,29.5,29.5,6.0,0.000898,7.2,320.0,0.0506,6,0.00028,20.4,53.4
0,325.0,147.0,147.0,4.0,74.8,74.8,326.0,0.099,14.0,29.5,29.5,6.0,0.00106,9.01,320.0,0.0431,6,0.000196,18.7,53.3
0,324.0,147.0,147.0,4.0,74.6,74.6,326.0,0.101,13.0,29.5,29.5,6.0,0.00124,7.4,321.0,0.0726,6,0.000226,27.8,53.1
0,325.0,148.0,148.0,4.0,74.5,74.5,326.0,0.0939,14.4,29.5,29.5,6.0,0.0012,5.57,321.0,0.0633,6,0.000119,21.2,53.4
0,325.0,148.0,148.0,4.0,74.5,74.5,326.0,0.206,18.0,29.5,29.5,6.0,0.00142,8.09,321.0,0.0812,6,1.29e-05,20.5,53.3
0,325.0,149.0,149.0,4.0,74.5,74.5,326.0,0.0853,13.1,29.5,29.5,6.0,0.00107,3.11,322.0,0.0682,6,1.05e-05,21.4,53.3
0,324.0,150.0,149.0,4.0,74.5,74.5,326.0,0.0809,13.4,29.5,29.5,6.0,0.00102,3.45,321.0,0.0669,6,3.13e-05,25.6,53.3
0,325.0,150.0,150.0,4.0,74.5,74.5,326.0,0.0932,13.7,29.5,29.5,6.0,0.00121,7.61,322.0,0.0661,6,-2.05e-05,25.2,53.3
0,324.0,151.0,151.0,4.0,74.5,74.5,326.0,0.102,13.7,29.5,29.5,6.0,0.00122,4.16,322.0,0.0664,6,0.0,21.7,53.3
0,325.0,151.0,151.0,4.0,74.5,74.5,326.0,0.0736,13.3,29.5,29.5,6.0,0.000863,3.61,321.0,0.065,6,2.02e-05,21.5,53.3
0,325.0,152.0,152.0,4.0,74.5,74.5,326.0,0.0726,14.0,29.5,29.5,6.0,0.000853,7.23,321.0,0.0664,6,0.0,23.4,53.2
0,325.0,153.0,152.0,4.0,74.5,74.5,326.0,0.0853,12.8,29.5,29.5,6.0,0.00114,3.47,322.0,0.0626,6,1.95e-05,23.8,53.3
0,324.0,153.0,153.0,4.0,74.5,74.5,324.0,0.0903,15.7,29.5,29.5,6.0,0.00113,2.86,319.0,0.0655,6,9.87e-06,20.9,53.3
0,323.0,154.0,154.0,4.0,74.5,74.5,324.0,0.0864,15.6,29.5,29.5,6.0,0.00108,6.94,319.0,0.0653,6,-3.99e-05,25.3,53.2
0,324.0,154.0,154.0,4.0,74.5,74.5,325.0,0.0889,12.8,29.5,29.5,6.0,0.00111,3.58,321.0,0.0625,6,1.96e-05,24.2,53.2
0,324.0,155.0,155.0,4.0,74.5,74.5,326.0,0.101,13.4,29.5,29.5,6.0,0.00135,3.46,321.0,0.0634,6,1.99e-05,19.7,53.4
0,325.0,155.0,155.0,4.0,74.5,74.5,326.0,0.164,15.7,29.5,29.5,6.0,0.00211,3.72,320.0,0.0425,6,-1.75e-05,18.0,53.3
0,324.0,156.0,156.0,4.0,74.5,74.5,326.0,0.0976,15.0,29.5,29.5,6.0,0.00105,8.7,322.0,0.128,6,0.000286,28.6,53.1
0,324.0,157.0,157.0,4.0,74.7,74.7,326.0,0.0866,14.2,29.5,29.5,6.0,0.000987,6.55,321.0,0.0955,6,0.000428,25.1,53.3
0,324.0,157.0,157.0,4.0,74.9,74.9,326.0,0.105,5.99,29.5,29.5,6.0,0.00109,10.2,320.0,0.0741,6,0.000424,21.9,53.3
0,324.0,158.0,158.0,4.0,75.3,75.2,325.0,0.0911,12.3,29.5,29.5,6.0,0.000864,12.7,322.0,0.0861,6,0.000634,21.1,53.3
0,324.0,158.0,158.0,4.0,75.6,75.6,326.0,0.0834,12.0,29.5,29.5,6.0,0.000717,11.0,321.0,0.1,6,0.000918,25.9,53.3
0,324.0,159.0,158.0,4.0,76.1,76.1,326.0,0.0848,10.5,29.5,29.5,6.0,0.00059,13.8,320.0,0.119,6,0.00114,23.6,53.3
0,324.0,159.0,159.0,4.0,76.6,76.6,325.0,0.0791,9.42,29.5,29.5,6.0,0.000392,13.3,322.0,0.0974,6,0.00112,22.7,53.3
0,324.0,159.0,159.0,4.0,77.2,77.1,325.0,0.0995,7.46,29.5,29.5,6.0,0.000439,7.85,321.0,0.0957,6,0.00114,21.3,53.3
0,324.0,159.0,159.0,4.0,77.8,77.7,326.0,0.0734,8.1,29.5,29.5,6.0,0.000122,12.7,320.0,0.1,6,0.00131,23.7,53.2
0,324.0,159.0,159.0,4.0,78.3,78.3,325.0,0.0786,3.63,29.5,29.5,6.0,6.01e-05,15.1,321.0,0.155,6,0.00196,24.0,53.3
0,324.0,159.0,159.0,4.0,78.9,78.8,325.0,0.0456,1.43,29.5,29.5,6.0,0.0,14.4,321.0,0.0874,6,0.00104,22.2,53.3
0,324.0,159.0,159.0,4.0,79.5,79.4,326.0,0.0504,5.32,29.5,29.5,6.0,-1.51e-05,13.0,320.0,0.0741,6,0.00083,26.5,53.2
0,324.0,159.0,159.0,4.0,80.1,80.0,326.0,0.0467,2.39,29.5,29.5,6.0,5.83e-06,12.7,322.0,0.0801,6,0.00102,23.5,53.2
0,324.0,159.0,159.0,4.0,80.7,80.6,325.0,0.0469,2.24,29.5,29.5,6.0,1.41e-05,12.6,321.0,0.1,6,0.00126,21.2,53.4
0,324.0,159.0,159.0,4.0,81.3,81.2,326.0,0.0531,5.49,29.5,29.5,6.0,-7.4e-06,13.9,320.0,0.0921,6,0.00119,18.2,53.3
0,324.0,159.0,159.0,4.0,81.9,81.8,326.0,0.0428,3.35,29.5,29.5,6.0,6.01e-06,12.9,322.0,0.0766,6,0.000907,27.8,53.2
0,324.0,159.0,159.0,4.0,82.7,82.7,325.0,0.0353,5.96,29.5,29.5,6.0,-1.5e-05,14.2,322.0,0.145,6,0.00182,21.2,53.3
0,324.0,159.0,159.0,4.0,83.3,83.3,326.0,0.0586,4.13,29.5,29.5,6.0,3.51e-05,14.4,317.0,0.125,6,0.00151,21.5,53.3
0,324.0,159.0,159.0,4.0,83.9,83.9,326.0,0.0626,2.94,29.5,29.5,6.0,2.53e-05,13.9,316.0,0.0988,6,0.0012,21.7,53.3
0,324.0,159.0,159.0,4.0,84.5,84.5,325.0,0.0399,5.94,29.5,29.5,6.0,-2.08e-05,13.8,321.0,0.104,6,0.00126,17.7,53.3
0,324.0,159.0,159.0,4.0,85.1,85.1,325.0,0.0365,7.48,29.5,29.5,6.0,-2.04e-05,13.7,320.0,0.0885,6,0.00101,19.4,53.3
0,324.0,159.0,159.0,4.0,85.6,85.5,325.0,0.0643,4.74,29.5,29.5,6.0,3.74e-05,0.299,316.0,0.0287,6,2.14e-05,19.7,53.4
0,324.0,159.0,159.0,4.0,86.2,86.1,325.0,0.0534,6.11,29.5,29.5,6.0,5.62e-05,14.3,322.0,0.0944,6,0.00117,19.5,53.4
0,324.0,159.0,159.0,4.0,86.8,86.7,325.0,0.0778,9.33,29.5,29.5,6.0,0.000246,15.9,321.0,0.147,6,0.0018,21.4,53.3
0,324.0,159.0,159.0,4.0,87.3,87.3,325.0,0.101,9.34,29.5,29.5,6.0,0.000596,12.3,316.0,0.0835,6,0.00091,17.0,53.4
0,324.0,159.0,159.0,4.0,87.8,87.8,325.0,0.108,10.7,29.5,29.5,6.0,0.000754,12.2,321.0,0.109,6,0.00115,14.4,53.5
0,323.0,158.0,158.0,4.0,88.3,88.3,325.0,0.0877,10.4,29.5,29.5,6.0,0.000743,12.0,318.0,0.107,6,0.000982,21.7,53.3
0,324.0,158.0,158.0,4.0,88.7,88.7,325.0,0.0786,9.95,29.5,29.5,6.0,0.000794,10.2,316.0,0.0713,6,0.000588,21.1,53.4
0,324.0,157.0,157.0,4.0,89.0,89.0,325.0,0.0669,13.1,29.5,29.5,6.0,0.000706,8.64,322.0,0.108,6,0.000585,16.7,53.3
0,324.0,157.0,157.0,4.0,89.3,89.2,325.0,0.0949,10.6,29.5,29.5,6.0,0.00108,7.6,318.0,0.109,6,0.000555,15.9,53.5
0,324.0,156.0,156.0,4.0,89.4,89.4,325.0,0.106,12.7,29.5,29.5,6.0,0.00137,8.23,321.0,0.0546,6,0.000105,18.8,53.4
0,324.0,155.0,156.0,4.0,89.5,89.5,325.0,0.115,14.9,29.5,29.5,6.0,0.0014,7.29,322.0,0.0987,6,7.92e-05,22.5,53.3
0,324.0,155.0,155.0,4.0,89.5,89.5,325.0,0.123,15.5,29.5,29.5,6.0,0.0015,7.15,321.0,0.0802,6,-2.54e-05,22.4,53.3
0,324.0,154.0,154.0,4.0,89.5,89.5,325.0,0.106,15.1,29.5,29.5,6.0,0.00123,6.54,321.0,0.0815,6,-3.83e-05,20.3,53.3
0,324.0,154.0,154.0,4.0,89.5,89.5,326.0,0.0835,13.7,29.5,29.5,6.0,0.00108,7.11,321.0,0.0799,6,-5.05e-05,18.3,53.3
0,324.0,153.0,153.0,4.0,89.5,89.5,325.0,0.0961,14.0,29.5,29.5,6.0,0.00123,7.59,320.0,0.0793,6,0.0,19.0,53.3
0,324.0,153.0,153.0,4.0,89.5,89.5,326.0,0.108,14.8,29.5,29.5,6.0,0.00135,7.01,321.0,0.0786,6,-1.24e-05,26.1,53.2
0,324.0,152.0,152.0,4.0,89.5,89.5,326.0,0.0845,14.8,29.5,29.5,6.0,0.000982,7.38,322.0,0.078,6,-4.98e-05,19.4,53.4
0,324.0,151.0,151.0,4.0,89.5,89.5,325.0,0.0733,14.2,29.5,29.5,6.0,0.000889,6.7,321.0,0.0779,6,-6.09e-05,21.6,53.3
0,324.0,151.0,151.0,4.0,89.5,89.5,325.0,0.0795,13.8,29.5,29.5,6.0,0.000957,5.93,321.0,0.0788,6,-6.24e-05,20.0,53.3
0,324.0,150.0,150.0,4.0,89.5,89.5,325.0,0.103,13.5,29.5,29.5,6.0,0.00131,7.54,321.0,0.0764,6,-3.61e-05,14.7,53.5
0,324.0,150.0,150.0,4.0,89.5,89.5,325.0,0.105,15.4,29.5,29.5,6.0,0.00122,6.42,320.0,0.0807,6,-1.24e-05,24.3,53.2
0,324.0,149.0,149.0,4.0,89.5,89.5,325.0,0.0777,14.8,29.5,29.5,6.0,0.000957,8.64,321.0,0.077,6,0.0,22.3,53.3
0,324.0,148.0,148.0,4.0,89.5,89.5,325.0,0.0841,12.4,29.5,29.5,6.0,0.00101,6.56,322.0,0.078,6,-3.69e-05,20.4,53.3
0,324.0,148.0,148.0,4.0,89.5,89.5,326.0,0.101,12.9,29.5,29.5,6.0,0.00126,6.45,320.0,0.0785,6,-4.92e-05,24.2,53.2
0,324.0,147.0,147.0,4.0,89.5,89.5,325.0,0.0974,15.8,29.5,29.5,6.0,0.00115,7.49,320.0,0.0852,6,-1.31e-05,17.4,53.4
0,324.0,147.0,147.0,4.0,89.5,89.5,325.0,0.0835,14.3,29.5,29.5,6.0,0.00101,5.74,322.0,0.08,6,-5.04e-05,19.6,53.3
0,324.0,146.0,146.0,4.0,89.5,89.5,325.0,0.0937,14.7,29.5,29.5,6.0,0.00115,7.59,320.0,0.0822,6,-1.28e-05,22.1,53.3
0,324.0,145.0,145.0,4.0,89.5,89.5,325.0,0.106,15.0,29.5,29.5,6.0,0.00132,6.54,321.0,0.0791,6,-2.5e-05,21.3,53.3
0,324.0,145.0,145.0,4.0,89.5,89.5,326.0,0.107,15.4,29.5,29.5,6.0,0.00132,6.46,321.0,0.0773,6,-3.63e-05,18.0,53.3
0,324.0,144.0,144.0,4.0,89.5,89.5,325.0,0.0843,15.4,29.5,29.5,6.0,0.001,6.41,319.0,0.0835,6,-2.59e-05,19.5,53.3
0,324.0,144.0,144.0,4.0,89.5,89.5,326.0,0.101,15.3,29.5,29.5,6.0,0.00128,8.92,321.0,0.139,6,0.000224,25.0,53.2
0,324.0,143.0,143.0,4.0,89.7,89.7,326.0,0.0783,14.4,29.5,29.5,6.0,0.000903,9.05,321.0,0.0697,6,0.000312,18.8,53.4
0,324.0,143.0,143.0,4.0,90.0,90.0,326.0,0.0868,12.4,29.5,29.5,6.0,0.000833,11.7,321.0,0.106,6,0.000786,22.0,53.3
0,324.0,142.0,142.0,4.0,90.4,90.4,326.0,0.0927,12.7,29.5,29.5,6.0,0.000771,10.7,320.0,0.0562,6,0.000496,20.8,53.3
0,324.0,142.0,142.0,4.0,90.9,90.8,326.0,0.0722,9.15,29.5,29.5,6.0,0.000412,12.0,321.0,0.105,6,0.00118,13.5,53.5
0,324.0,142.0,142.0,4.0,91.4,91.4,326.0,0.0796,8.1,29.5,29.5,6.0,0.000234,14.7,320.0,0.134,6,0.0016,24.1,53.2
0,324.0,141.0,141.0,4.0,92.0,92.0,326.0,0.0741,5.48,29.5,29.5,6.0,1.15e-05,14.2,321.0,0.102,6,0.00125,22.7,53.3
0,324.0,141.0,141.0,4.0,92.6,92.5,326.0,0.0548,6.11,29.5,29.5,6.0,-7.54e-06,13.7,322.0,0.0676,6,0.000846,18.6,53.3
0,324.0,141.0,141.0,4.0,93.2,93.1,326.0,0.0525,5.4,29.5,29.5,6.0,-2.95e-05,14.4,320.0,0.0792,6,0.000966,24.0,53.2
0,324.0,141.0,141.0,4.0,93.8,93.7,326.0,0.0515,7.92,29.5,29.5,6.0,-1.54e-05,16.1,320.0,0.0977,6,0.00124,19.1,53.4
0,324.0,141.0,141.0,4.0,94.2,94.2,326.0,0.0514,5.27,29.5,29.5,6.0,-2.93e-05,15.6,321.0,0.0788,6,0.000924,20.3,53.3
0,324.0,141.0,141.0,4.0,94.8,94.8,326.0,0.0478,6.75,29.5,29.5,6.0,-2.9e-05,15.3,319.0,0.107,6,0.00133,22.0,53.3
0,324.0,141.0,141.0,4.0,95.4,95.4,325.0,0.0519,7.38,29.5,29.5,6.0,-3.17e-05,13.7,321.0,0.0866,6,0.00106,22.9,53.3
0,324.0,141.0,141.0,4.0,96.0,96.0,326.0,0.0511,5.77,29.5,29.5,6.0,-1.53e-05,13.6,320.0,0.0661,6,0.000788,17.4,53.3
0,324.0,141.0,141.0,4.0,96.6,96.6,325.0,0.0533,6.95,29.5,29.5,6.0,-3.22e-05,12.5,319.0,0.0706,6,0.000926,19.6,53.3
0,324.0,141.0,141.0,4.0,97.2,97.2,325.0,0.0484,5.63,29.5,29.5,6.0,-2.85e-05,13.5,320.0,0.11,6,0.00146,25.0,53.2
0,324.0,141.0,141.0,4.0,97.8,97.8,325.0,0.055,5.44,29.5,29.5,6.0,-1.56e-05,14.5,321.0,0.115,6,0.00144,18.9,53.3
0,324.0,141.0,141.0,4.0,98.4,98.4,325.0,0.0537,4.34,29.5,29.5,6.0,0.0,14.4,320.0,0.106,6,0.00138,22.1,53.3
0,324.0,141.0,141.0,4.0,99.0,99.0,325.0,0.0504,6.77,29.5,29.5,6.0,-2.27e-05,12.3,320.0,0.098,6,0.00123,20.4,53.3
0,324.0,141.0,141.0,4.0,99.6,99.6,325.0,0.0473,5.5,29.5,29.5,6.0,-2.18e-05,15.0,320.0,0.125,6,0.00164,13.9,53.5
0,324.0,141.0,141.0,4.0,100.0,100.0,325.0,0.0524,4.55,29.5,29.5,6.0,-2.3e-05,14.7,319.0,0.154,6,0.00207,24.1,53.2
0,324.0,141.0,141.0,4.0,101.0,101.0,326.0,0.0514,5.1,29.5,29.5,6.0,-3.1e-05,15.1,320.0,0.162,6,0.00203,22.5,53.3
0,324.0,141.0,141.0,4.0,101.0,101.0,325.0,0.05,7.1,29.5,29.5,6.0,-1.5e-05,12.1,321.0,0.0544,6,0.000627,18.3,53.3
0,324.0,141.0,141.0,4.0,102.0,102.0,326.0,0.0519,7.08,29.5,29.5,6.0,-7.79e-06,15.2,320.0,0.0883,6,0.00111,25.0,53.2
0,324.0,141.0,141.0,4.0,103.0,102.0,325.0,0.0538,4.26,29.5,29.5,6.0,-7.35e-06,15.8,319.0,0.105,6,0.00134,17.8,53.4
0,323.0,141.0,141.0,4.0,103.0,103.0,325.0,0.0537,7.24,29.5,29.5,6.0,6.06e-05,15.2,321.0,0.131,6,0.00169,20.7,53.3
0,324.0,142.0,142.0,4.0,104.0,104.0,325.0,0.0967,9.34,29.5,29.5,6.0,0.000365,15.2,319.0,0.106,6,0.00127,22.3,53.3
